U238Pb206,err%,Pb207Pb206,err%
1.10901063248769,1.73714431580193,0.734897972117845,0.635990528952752
0.795496991924179,3.65541721778442,0.726604846125208,0.478541605394176
12.2829373702199,8.1913553412548,0.647286532906747,1.1357925530425
25.0446763294907,1.85611946547393,0.59317509565109,1.38319340146615
41.5464257210661,1.33579739324116,0.457928501711918,0.891580369372007
38.3286222233812,1.39568079096922,0.470495496160019,0.920106931814092
23.7140180362789,3.10888991465773,0.556204661943176,1.22479704659478
14.3306761546682,1.62533221665715,0.627886030294343,0.878297324238268
20.2324770714618,2.45239270564038,0.588198133662916,1.22923085751917
13.3944379943754,3.00746499060109,0.643487022961973,0.842687770831656
2.25745556435466,3.28820550145831,0.711617072694072,0.611832299374695
11.5193872803266,2.82098176723629,0.650019501615432,0.960655729221207
0.047913772103688,2.15898697444664,0.734917922236345,0.561078463280458
0.366843749939286,3.46167472040133,0.725559341400211,0.574908972227656
0.332794570416012,2.15182132439069,0.727452232346678,0.471366957718386
1.01930347874788,4.96999969000814,0.727684029020547,0.595329652085741
0.13118857744772,7.61371250628415,0.732100708720329,0.579561908757166
0.150349123512367,2.63601879630145,0.727580624198416,0.561342274337179
0.076640147968919,4.2751880339401,0.722772941928611,0.66750197143462
2.19672704992684,2.23885727874947,0.714633491106208,0.63432049359952
0.179550333570682,2.46444104175991,0.725929406222104,0.667845251337792
30.1322002442905,2.79814363670227,0.520576614426662,1.10299319418095
15.576920523482,1.46918446168142,0.625845883770229,0.703176072949355
14.5774229310144,1.88938940339248,0.630749662402912,1.14199440218302
20.39988475265,1.6409437995764,0.587280526974842,1.05005361059681
17.5226017466487,3.19780829123447,0.595022358108709,1.14484675109464
17.0222302040265,2.09165224457665,0.605282546032932,0.887245183855021
20.4875977562332,1.53741592892866,0.602119859672777,1.09374229511204
21.1665971564698,3.00884999817757,0.59509968950864,0.925253583203012
11.5535468373576,1.85400666676096,0.650782741792532,1.02195709616715
30.7789881818562,1.3687666581663,0.526294199873437,0.838600994086494
41.931354339467,1.46425502191781,0.461765739108511,0.850939730354655
24.1320901120064,1.65324838575724,0.567494750044262,0.938022319963893
10.6959422416544,3.94092171480092,0.662464523804382,0.733929797028461
0.581412448957645,7.50208432106864,0.721316583278052,0.505948433423643
0.099421570528768,1.5386325764237,0.724803804734215,0.514576563929253
0.084956013517459,1.6453390854127,0.727627042790967,0.578634126460085
0.154793690776045,2.13103123801614,0.740384452231492,0.879932909147004
0.235891236780227,7.54512764301418,0.736391366879482,0.870664797337088
0.26983407491195,2.23114158989042,0.724766077282397,0.568945202315309
0.556149905167823,1.95268816662694,0.721768818885058,0.554865645311333
0.564689013405974,3.05939535076623,0.769193213450357,0.727029298685374
0.614613792178742,2.51024781278299,0.737240827123172,0.734847940653963
0.825621641987881,6.39461236341385,0.727706151924231,0.537232997383375
0.593860768103411,13.0316353639182,0.724983158274797,0.495762649815609
1.8301850682904,12.0921285113911,0.702299873539382,0.733876004423731
21.0975806913191,1.78089013484411,0.583495337659685,0.80125233221676
38.2221135780072,1.33810143987971,0.478532233501031,0.761200208462568
48.4547334402889,1.37010375662447,0.407857753556376,0.883227922834996
50.9891934260369,1.37095360528412,0.373483798142453,1.15406353860324
5.42111501569789,5.00455953052569,0.689135461928848,0.604908262642543
23.9705774018052,3.23086817950075,0.565381815216509,1.2285325794626
21.482042829969,3.59739968129452,0.575114510156015,1.33075952958299
27.4982252065831,2.70363335931837,0.561028146287041,1.01769106175014
0.983575203748605,1.82362157304687,0.722156858566195,0.539168306135213
0.521696053449144,2.55265425531514,0.726020663199801,0.512348890230287
4.68270560056138,13.0873600671458,0.681329237343187,0.858351639022622
16.9413253162449,1.52957697756499,0.612476736537655,0.981130594069069
30.9290025770347,1.63446854620705,0.518274844813891,0.946796576454315
60.5880312714365,1.41415493681956,0.320402359826622,1.32615688965561
72.6043783355488,1.35160664256172,0.250465540451682,0.974869979874505
60.7070200220792,1.35906901454636,0.325879753747684,1.14645421626932
53.5314218815213,1.79325263328222,0.357725377312001,1.40366126739982
44.2873180909432,1.37686696833841,0.431799179675859,0.965855229137901
14.7263898720055,1.70739722212472,0.634858399184449,0.960648435844893
15.1467947664644,2.24792382607364,0.635035481176884,0.668699248392318
