Time [Sec],Si29,Zr91,La139,Hf178,Pb206,Pb207,Pb208,Th232,U235,U238
24.556,2609254.94,97428327.18,0,4905198.94,40409.67,3650.41,4917.4,89950.58,2240.16,339405.84
25.028,2837756.12,110600652.5,0,5996280.99,43357.18,3575.39,5259.18,102827.32,2860.25,341806.01
25.5,2393937.75,99527414.72,0,6059169.67,43738.18,3400.35,5509.26,94325.5,2330.17,300388.65
25.972,2298321.34,107838152.4,0,6243795.45,45763.7,3225.32,5067.45,99255.01,2070.13,303700.15
26.444,2321064.7,86891845.69,0,5860146.22,45884.03,3792.1,5275.85,84822.85,2000.12,290712.63
26.916,2137553.56,92157852.06,0,5265995.43,38264.54,3575.39,4767.36,90553.94,2150.14,294582.38
27.388,2475153.38,102038289.8,0,6002868.49,44399.96,3158.64,4525.62,97745.82,2260.16,277226.81
27.86,2401808.45,89978639.51,0,5379310.67,42073.84,3658.74,4684,86381.11,1990.12,276463.85
28.332,2218868.41,88125589.47,0,5730938.8,42815.76,3216.98,4542.3,94677.57,2500.19,296262.9
28.804,2236397.71,84170858.13,0,4892193.47,40028.74,3241.99,4650.66,86180.05,1980.12,282365.46
29.276,2188006.1,85368764.41,0,5006867.3,44299.69,2991.94,4575.64,81958.09,2090.14,301203.72
29.748,2196323.68,80606514.3,0,4835111.05,41091.36,3300.33,5009.1,85727.64,1910.11,276514.75
30.22,2283548.1,86980408.19,0,5261648.95,40349.52,2816.91,4067.17,85124.44,2020.13,269445.88
30.692,2379214.12,80620058.05,0,5149861.44,39667.86,3041.95,3950.48,92012.18,1940.12,250999.98
31.164,2081613.72,79166833.02,0,4653507.53,38886,3216.98,4533.96,94174.63,2010.13,245922.17
31.636,2066021.14,77632220.49,0,4829915.73,43417.33,3125.3,3833.78,81103.77,1780.1,275548.35
32.108,2099490.67,81288920.57,0,4843804.41,40971.06,3300.33,4267.22,88341.7,1940.12,262227.62
32.58,2084220.75,87425089.45,0,4630824.32,41372.06,3450.36,4275.56,83968.4,1860.11,255723.79
33.052,2307185.21,81359564.32,0,5045918.08,38585.29,3275.33,4483.95,76732.41,1600.08,245566.8
33.524,2134847.12,74289426.66,0,4800135.26,39307,2916.93,4183.87,82058.58,1710.09,261516.12
33.996,2217875.24,80684833.05,0,4588071.98,42996.23,3158.64,4292.23,73617.93,2260.16,250542.95
34.469,2331294.19,76949670.47,0,4583589.56,38344.73,3350.34,4442.27,76531.47,1750.1,248359.33
34.941,1989398.87,72529882.87,0,4479884.08,38625.39,3141.97,4267.22,74120.22,1840.11,246988.41
35.413,2340977.59,78557520.51,0,4634830.96,38084.12,2858.58,4050.5,74471.84,1470.07,261516.12
35.885,2240221.34,74822589.17,0,4399065.72,40249.28,3158.64,4375.58,73216.1,2040.13,248714.8
36.357,2253802.78,74459751.66,0,4585185.65,41352.02,2750.23,4450.6,79696.77,1700.09,225880.45
36.829,1995109.42,73827964.15,0,4430713.77,38104.17,2900.26,4392.26,73567.71,1550.07,236735.45
37.301,2264752.39,72165064.11,0,4507898.93,37141.96,2716.89,4008.82,68897.11,1760.1,236075.84
37.773,1897233.64,74587895.42,0,4279094.63,36941.52,2816.91,4367.25,74572.3,1520.07,234300.03
38.245,2007970.94,74544170.42,0,4453329.4,36560.66,2550.2,4275.56,71257.34,1220.05,225931.16
38.717,2151557.08,67925957.77,0,4752527.06,36520.58,2966.94,4133.86,68495.39,1670.09,221824.37
39.189,2058150.44,80786676.81,0,4339334.86,38364.68,2733.56,3908.8,73818.84,1790.1,239780.18
39.661,2295763.92,73836426.65,0,4186662.59,37823.52,2941.93,3783.77,75426.27,1880.11,234401.47
40.133,2303659.43,69269170.3,0,4273525.49,35999.43,2516.86,3875.46,74471.84,1640.08,230394
40.605,2064233.44,72527982.87,0,4447862.21,38003.93,2691.89,4600.65,71558.67,1910.11,220151.54
41.077,2275776.61,69954932.81,0,4267345.41,33574.3,2691.89,3700.42,73517.47,1490.07,218276.23
41.549,1993272.11,66932795.25,0,4049679,35979.38,2900.26,4008.82,68646.03,1520.07,215843.58
42.021,2053557.08,74707870.42,0,4212029,37703.24,2833.58,4000.49,72914.73,1770.1,215235.5
42.493,2057852.39,70846776.58,0,4017895.01,36139.73,2700.22,4042.16,72462.7,1700.09,216249
42.965,1786148.67,70058326.57,0,4157018.06,36801.2,2758.57,4258.89,72111.13,1850.11,202977.13
43.437,2024457.47,66158645.23,0,4094400.87,35899.21,2650.21,3750.43,69600.12,1610.08,218732.35
43.909,2024482.27,66586045.24,0,4300385.64,36079.6,2608.54,4058.84,69800.98,1720.09,224764.95
44.381,2114685.98,69059239.04,0,4075690.33,38986.23,2958.6,4267.22,70202.72,1860.11,208953.18
44.853,2504302.6,70433332.82,0,3992562.98,35638.64,2533.53,3842.12,68796.68,1500.07,215792.92
45.325,1971819.97,69722782.81,0,4147068.45,34395.99,2733.56,4342.24,68796.68,1680.09,207079.08
45.797,2009162.74,68287770.28,0,3842777.04,36440.31,2441.85,4350.58,65884.54,1630.08,228416.02
46.269,1804720.74,64386751.44,0,3963257.51,39487.43,2500.19,4117.18,63776.07,1500.07,209358.4
46.741,2044966.06,68651714.03,0,4073279.39,33694.54,3066.95,4133.86,63073.31,1470.07,217921.39
47.213,2108081.49,67113364,0,4113926.26,36881.38,2991.94,3700.42,64780.07,1220.05,195687.26
47.685,1897407.46,63728976.42,0,4162756.73,37081.83,2791.9,3958.81,65231.88,1540.07,211182.08
48.157,1952204.93,62024426.39,0,3656793.05,34536.29,2375.17,3842.12,69951.64,1440.06,212144.66
48.629,1793920.16,70707951.58,0,3836562.98,33213.57,3016.94,3742.09,57101.08,1390.06,208598.59
49.101,1926382.86,61776363.88,0,3840671.96,34576.37,2666.88,3808.78,65784.13,1340.06,211790.02
49.569,1936190.28,67346889.01,0,3916803.99,32832.8,2541.86,4008.82,66336.38,1420.06,197914.41
